position	x	n	folded
132623119	16	120	1
132623191	16	120	1
132624191	40	120	1
132625199	40	120	1
132625265	40	120	1
132625520	40	120	1
132627124	38	120	1
132628120	9	120	1
132629107	15	120	1
132629242	24	120	1
132629442	60	120	1
132630091	10	120	1
132630376	50	120	1
132631458	8	120	1
132631583	60	120	1
132631601	50	120	1
132632660	2	120	1
132632695	37	120	1
132632956	60	120	1
132633501	60	120	1
132635103	60	120	1
132635108	4	120	1
132635738	37	120	1
132635853	55	120	1
132637269	15	120	1
132638479	15	120	1
132639245	21	120	1
132639733	20	120	1
132639964	8	120	1
132640160	25	120	1
132640489	23	120	1
132641041	4	120	1
132642326	6	120	1
132642527	34	120	1
132642657	33	120	1
132642951	5	120	1
132643101	23	120	1
132643858	10	120	1
132644002	3	120	1
132644202	9	120	1
132644343	56	120	1
132644983	8	120	1
132644984	8	120	1
132645393	4	120	1
132646371	2	120	1
132647873	9	120	1
132647939	54	120	1
132648790	30	120	1
132648899	9	120	1
132649245	10	120	1
132649312	8	120	1
132649513	43	120	1
132649743	19	120	1
132650644	30	120	1
132650674	31	120	1
132650910	15	120	1
132652641	34	120	1
132653003	11	120	1
132653479	25	120	1
132653885	2	120	1
132655499	34	120	1
132659474	44	120	1
132659489	25	120	1
132659523	6	120	1
132659612	25	120	1
132661312	9	120	1
132661691	6	120	1
132661698	6	120	1
132661748	6	120	1
132661859	5	120	1
132662027	7	120	1
132662092	17	120	1
132662364	40	120	1
132662820	15	120	1
132663030	22	120	1
132663038	19	120	1
132665039	44	120	1
132665047	6	120	1
132665931	9	120	1
132666152	44	120	1
132666174	10	120	1
132666331	24	120	1
132666474	44	120	1
132666740	3	120	1
132667442	15	120	1
132668619	23	120	1
132668733	11	120	1
132669583	15	120	1
132670058	11	120	1
132670770	7	120	1
132671008	8	120	1
132671218	9	120	1
132673459	8	120	1
132674761	45	120	1
132674804	25	120	1
132675770	45	120	1
132676884	9	120	1
132677651	26	120	1
132678443	45	120	1
132678601	10	120	1
132678725	9	120	1
132678984	45	120	1
132679363	7	120	1
132680747	2	120	1
132681079	26	120	1
132682480	45	120	1
132682972	25	120	1
132683428	6	120	1
132684520	18	120	1
132685594	45	120	1
132685741	9	120	1
132686197	22	120	1
132686563	45	120	1
132689595	45	120	1
132689700	2	120	1
132689794	25	120	1
132690016	41	120	1
132690285	8	120	1
132691283	9	120	1
132691357	9	120	1
132692051	2	120	1
132692502	9	120	1
132693233	8	120	1
132693387	9	120	1
132693394	12	120	1
132693726	26	120	1
132694656	9	120	1
132695104	2	120	1
132695343	8	120	1
132695500	25	120	1
132696196	45	120	1
132696325	2	120	1
132696678	9	120	1
132696707	11	120	1
132699630	18	120	1
132699633	20	120	1
132699898	9	120	1
132700862	25	120	1
132700996	17	120	1
132701563	13	120	1
132701760	34	120	1
132702550	45	120	1
132702943	8	120	1
132703240	5	120	1
132703482	2	120	1
132703564	2	120	1
132705275	44	120	1
132705413	9	120	1
132705506	8	120	1
132705653	44	120	1
132705867	25	120	1
132707112	25	120	1
132708436	3	120	1
132710431	7	120	1
132710969	25	120	1
132711325	45	120	1
132713292	6	120	1
132713321	7	120	1
132715680	25	120	1
132717888	25	120	1
132719463	7	120	1
132719937	41	120	1
132721760	43	120	1
132722001	7	120	1
132722076	41	120	1
132722356	43	120	1
132722732	43	120	1
132723451	46	120	1
132724043	33	120	1
132725038	48	120	1
132725192	48	120	1
132726140	49	120	1
132726704	9	120	1
132728186	24	120	1
132728529	28	120	1
132730415	9	120	1
132730949	36	120	1
132731131	24	120	1
132731479	2	120	1
132731819	36	120	1
132733140	58	120	1
132733612	28	120	1
132734620	29	120	1
132737122	54	120	1
132738066	7	120	1
132738138	5	120	1
132738482	6	120	1
132738562	6	120	1
132738958	15	120	1
132739117	3	120	1
132739506	5	120	1
132740010	6	120	1
132740193	5	120	1
132740505	8	120	1
132740831	7	120	1
132740878	6	120	1
132740881	7	120	1
132741385	18	120	1
132741445	6	120	1
132741451	6	120	1
132741542	4	120	1
132742062	8	120	1
132742154	6	120	1
132742191	6	120	1
132742265	5	120	1
132742471	6	120	1
132742667	6	120	1
132742800	6	120	1
132743778	7	120	1
132744463	7	120	1
132745779	4	120	1
132746181	33	120	1
132746362	4	120	1
132746712	13	120	1
132746838	15	120	1
132747290	7	120	1
132747693	14	120	1
132748556	7	120	1
132748902	15	120	1
132749103	6	120	1
132749292	15	120	1
132749551	15	120	1
132749608	7	120	1
132749778	15	120	1
132749793	7	120	1
132749815	15	120	1
132749902	15	120	1
132750014	19	120	1
132750216	15	120	1
132750238	15	120	1
132750248	15	120	1
132750926	14	120	1
132750941	15	120	1
132750974	15	120	1
132751115	15	120	1
132751514	15	120	1
132751891	15	120	1
132752011	15	120	1
132752170	15	120	1
132752349	15	120	1
132752550	13	120	1
132752559	15	120	1
132752560	15	120	1
132752732	15	120	1
132752779	8	120	1
132752787	3	120	1
132752886	11	120	1
132753415	15	120	1
132753854	15	120	1
132753870	20	120	1
132753871	14	120	1
132754129	35	120	1
132754314	15	120	1
132755423	34	120	1
132755760	14	120	1
132756410	14	120	1
132756641	20	120	1
132757319	7	120	1
132757355	6	120	1
132757447	6	120	1
132759409	5	120	1
132761664	13	120	1
132763172	39	120	1
132764024	7	120	1
132764852	5	120	1
132765697	2	120	1
132766322	4	120	1
132766625	5	120	1
132767195	8	120	1
132767217	31	120	1
132767384	5	120	1
132767664	7	120	1
132767694	14	120	1
132769737	4	120	1
132770329	6	120	1
132770462	8	120	1
132771146	6	120	1
132772981	37	120	1
132773237	6	120	1
132773321	6	120	1
132774513	9	120	1
132774666	6	120	1
132775023	10	120	1
132775266	9	120	1
132775431	9	120	1
132775669	9	120	1
132776300	5	120	1
132777245	9	120	1
132777585	8	120	1
132777989	9	120	1
132778068	6	120	1
132778339	9	120	1
132779165	9	120	1
132779395	5	120	1
132779553	3	120	1
132780096	3	120	1
132780987	9	120	1
132781039	11	120	1
132781305	9	120	1
132782705	9	120	1
132782746	11	120	1
132782869	7	120	1
132783370	9	120	1
132783690	9	120	1
132784205	9	120	1
132784307	9	120	1
132784448	9	120	1
132784636	2	120	1
132785688	7	120	1
132785822	8	120	1
132786899	9	120	1
132787792	34	120	1
132788068	7	120	1
132788604	9	120	1
132788681	6	120	1
132789257	9	120	1
132789438	2	120	1
132790043	11	120	1
132790508	7	120	1
132790518	4	120	1
132790671	4	120	1
132790752	5	120	1
132791503	9	120	1
132791785	6	120	1
132791986	9	120	1
132792003	5	120	1
132792073	7	120	1
132792333	9	120	1
132792353	9	120	1
132792355	9	120	1
132792398	9	120	1
132792527	9	120	1
132792728	9	120	1
132792813	9	120	1
132793282	15	120	1
132793451	15	120	1
132793649	23	120	1
132793877	15	120	1
132794036	15	120	1
132794237	15	120	1
132794389	15	120	1
132794743	16	120	1
132794758	14	120	1
132794792	15	120	1
132795240	15	120	1
132795746	10	120	1
132796190	16	120	1
132796625	17	120	1
132797508	16	120	1
132797557	16	120	1
132797665	16	120	1
132797691	10	120	1
132797695	16	120	1
132798331	10	120	1
132798424	16	120	1
132798842	21	120	1
132799585	16	120	1
132799587	16	120	1
132799776	23	120	1
132799910	5	120	1
132800037	16	120	1
132800057	16	120	1
132800220	16	120	1
132800383	15	120	1
132800388	11	120	1
132800434	17	120	1
132800879	6	120	1
132801278	16	120	1
132801450	14	120	1
132801855	16	120	1
132801996	9	120	1
132802183	12	120	1
132802227	23	120	1
132802487	15	120	1
132802561	16	120	1
132802640	15	120	1
132802779	15	120	1
132802954	16	120	1
132803044	5	120	1
132803108	14	120	1
132803489	14	120	1
132803553	15	120	1
132804012	22	120	1
132804174	15	120	1
132804465	15	120	1
132804557	12	120	1
132804711	15	120	1
132804928	11	120	1
132804951	15	120	1
132805597	6	120	1
132805697	15	120	1
132805829	21	120	1
132805832	42	120	1
132805961	4	120	1
132806094	13	120	1
132806848	6	120	1
132806919	9	120	1
132807614	14	120	1
132808127	22	120	1
132808363	15	120	1
132809185	7	120	1
132809667	15	120	1
132810309	5	120	1
132810333	14	120	1
132810376	15	120	1
132810910	17	120	1
132811285	16	120	1
132811649	20	120	1
132811711	16	120	1
132812001	9	120	1
132812012	16	120	1
132812022	17	120	1
132812236	16	120	1
132812435	22	120	1
132812581	6	120	1
132813592	14	120	1
132814726	16	120	1
132814793	6	120	1
132816163	3	120	1
132816951	9	120	1
132817001	16	120	1
132817406	16	120	1
132817411	16	120	1
132817886	12	120	1
132818016	16	120	1
132818452	6	120	1
132818677	16	120	1
132819517	15	120	1
132820173	16	120	1
132820180	15	120	1
132820254	6	120	1
132821488	6	120	1
132821504	5	120	1
132822303	4	120	1
132822435	4	120	1
132823137	5	120	1
132823141	5	120	1
132824581	9	120	1
132824779	10	120	1
132824810	15	120	1
132824906	23	120	1
132824955	23	120	1
132825249	23	120	1
132825433	23	120	1
132825520	23	120	1
132825618	23	120	1
132825936	23	120	1
132826324	23	120	1
132826500	10	120	1
132826663	23	120	1
132826740	23	120	1
132826885	24	120	1
132827051	23	120	1
132827248	23	120	1
132827296	23	120	1
132827522	23	120	1
132827634	12	120	1
132827800	23	120	1
132828036	23	120	1
132828049	22	120	1
132828072	18	120	1
132828261	23	120	1
132828293	23	120	1
132828396	6	120	1
132828435	28	120	1
132828745	18	120	1
132828753	11	120	1
132828760	9	120	1
132828807	2	120	1
132828828	23	120	1
132829465	18	120	1
132829566	6	120	1
132831360	7	120	1
132831836	20	120	1
132832117	22	120	1
132832187	21	120	1
132832701	21	120	1
132832810	23	120	1
132832820	22	120	1
132832841	21	120	1
132833123	22	120	1
132833129	22	120	1
132833163	22	120	1
132833407	21	120	1
132833438	17	120	1
132833901	22	120	1
132833930	22	120	1
132834275	20	120	1
132834303	19	120	1
132834327	20	120	1
132834341	22	120	1
132834463	20	120	1
132834568	5	120	1
132834671	22	120	1
132834758	22	120	1
132834823	21	120	1
132834887	22	120	1
132834976	20	120	1
132835288	18	120	1
132835300	18	120	1
132835306	17	120	1
132835450	22	120	1
132836016	31	120	1
132836122	35	120	1
132836338	35	120	1
132836716	35	120	1
132837000	14	120	1
132837248	35	120	1
132837306	35	120	1
132838895	11	120	1
132839063	33	120	1
132839323	24	120	1
132839590	7	120	1
132840987	34	120	1
132841123	28	120	1
132841132	12	120	1
132841788	19	120	1
132842679	31	120	1
132842711	31	120	1
132843058	33	120	1
132844011	8	120	1
132844230	10	120	1
132844406	35	120	1
132844660	25	120	1
132844661	25	120	1
132844666	24	120	1
132844698	25	120	1
132844726	25	120	1
132844895	25	120	1
132844931	21	120	1
132845010	17	120	1
132845099	23	120	1
132845148	10	120	1
132845280	24	120	1
132845520	24	120	1
132846072	24	120	1
132846251	10	120	1
132846807	29	120	1
132846971	3	120	1
132847111	16	120	1
132847322	34	120	1
132847479	17	120	1
132847503	13	120	1
132847748	17	120	1
132848080	13	120	1
132848351	10	120	1
132848492	11	120	1
132848763	4	120	1
132848805	17	120	1
132849295	4	120	1
132850047	4	120	1
132850246	10	120	1
132850255	4	120	1
132850392	4	120	1
132851660	21	120	1
132851708	30	120	1
132851773	22	120	1
132851865	13	120	1
132851890	4	120	1
132852010	4	120	1
132853307	23	120	1
132853414	4	120	1
132853582	30	120	1
132853668	3	120	1
132853861	3	120	1
132854562	28	120	1
132854670	14	120	1
132854677	18	120	1
132854995	26	120	1
132855147	28	120	1
132855298	28	120	1
132855310	25	120	1
132855383	22	120	1
132855436	28	120	1
132855452	28	120	1
132855615	26	120	1
132855791	3	120	1
132855807	19	120	1
132855871	8	120	1
132856014	21	120	1
132856095	15	120	1
132856113	2	120	1
132856980	47	120	1
132857307	14	120	1
132857492	54	120	1
132857587	16	120	1
132857605	12	120	1
132857729	6	120	1
132857795	40	120	1
132858208	48	120	1
132858470	48	120	1
132858995	16	120	1
132859290	13	120	1
132859798	7	120	1
132859919	14	120	1
132859967	3	120	1
132860005	3	120	1
132860309	7	120	1
132860328	35	120	1
132860400	18	120	1
132860599	7	120	1
132860655	3	120	1
132860656	18	120	1
132860664	49	120	1
132860939	17	120	1
132861014	17	120	1
132861117	51	120	1
132861300	4	120	1
132861304	6	120	1
132861482	50	120	1
132861604	18	120	1
132862072	26	120	1
132862149	9	120	1
132862601	9	120	1
132862690	18	120	1
132862863	18	120	1
132863566	15	120	1
132863628	18	120	1
132863756	18	120	1
132864951	18	120	1
132864977	43	120	1
132865016	18	120	1
132865240	25	120	1
132865247	54	120	1
132865317	18	120	1
132865495	48	120	1
132865595	18	120	1
132865813	18	120	1
132866505	5	120	1
132866552	7	120	1
132866905	18	120	1
132867311	2	120	1
132867956	15	120	1
132868008	17	120	1
132868037	15	120	1
132868090	17	120	1
132868190	52	120	1
132868193	18	120	1
132868252	18	120	1
132868408	18	120	1
132868772	18	120	1
132869013	18	120	1
132869134	8	120	1
132869357	7	120	1
132869556	14	120	1
132869637	18	120	1
132869697	7	120	1
132869763	3	120	1
132869806	18	120	1
132869892	16	120	1
132870034	18	120	1
132870056	18	120	1
132870123	18	120	1
132870197	18	120	1
132870322	18	120	1
132870579	18	120	1
132870675	51	120	1
132870790	6	120	1
132871026	18	120	1
132871513	52	120	1
132871560	49	120	1
132871710	18	120	1
132871890	18	120	1
132872324	18	120	1
132872814	18	120	1
132872987	17	120	1
132873046	18	120	1
132873180	18	120	1
132873204	18	120	1
132873324	3	120	1
132873408	17	120	1
132873565	19	120	1
132873790	4	120	1
132873943	53	120	1
132874096	16	120	1
132874200	5	120	1
132874287	5	120	1
132874337	44	120	1
132874402	18	120	1
132874629	50	120	1
132874654	20	120	1
132874840	42	120	1
132875007	51	120	1
132876372	9	120	1
132877194	22	120	1
132877290	8	120	1
132878429	25	120	1
132878443	15	120	1
132878588	6	120	1
132880756	22	120	1
132880774	49	120	1
132881020	2	120	1
132881155	12	120	1
132881299	3	120	1
132881363	4	120	1
132881894	50	120	1
132882132	35	120	1
132882376	24	120	1
132882651	22	120	1
132882663	29	120	1
132883070	22	120	1
132883745	33	120	1
132884367	6	120	1
132884429	2	120	1
132884501	3	120	1
132884569	36	120	1
132884631	37	120	1
132884661	32	120	1
132884911	19	120	1
132884951	4	120	1
132884956	2	120	1
132885104	48	120	1
132885268	50	120	1
132885425	7	120	1
132885544	24	120	1
132886287	19	120	1
132887331	21	120	1
132887682	52	120	1
132887727	5	120	1
132888342	12	120	1
132888529	3	120	1
132888551	3	120	1
132888741	53	120	1
132889209	5	120	1
132889696	53	120	1
132890801	52	120	1
132890833	52	120	1
132890938	4	120	1
132890970	19	120	1
132891244	7	120	1
132891249	19	120	1
132891474	37	120	1
132891864	22	120	1
132891915	8	120	1
132892032	37	120	1
132892220	53	120	1
132892353	3	120	1
132894112	56	120	1
132895144	40	120	1
132896496	25	120	1
132896586	3	120	1
132896640	6	120	1
132896735	11	120	1
132897072	26	120	1
132897111	2	120	1
132897657	58	120	1
132897876	53	120	1
132898030	14	120	1
132899492	6	120	1
132899700	59	120	1
132899951	12	120	1
132900932	28	120	1
132901656	19	120	1
132902244	14	120	1
132903185	18	120	1
132903608	13	120	1
132903762	4	120	1
132903855	5	120	1
132904328	13	120	1
132904991	40	120	1
132906061	10	120	1
132906128	14	120	1
132906154	4	120	1
132906774	31	120	1
132906825	5	120	1
132907402	6	120	1
132907468	6	120	1
132907690	17	120	1
132907906	20	120	1
132908832	32	120	1
132909875	11	120	1
132910221	32	120	1
132910884	18	120	1
132910953	6	120	1
132910966	13	120	1
132911301	12	120	1
132911306	4	120	1
132912594	5	120	1
132912720	4	120	1
132913684	5	120	1
132913700	5	120	1
132913756	5	120	1
132914651	54	120	1
132914849	6	120	1
132914850	22	120	1
132915420	37	120	1
132915428	37	120	1
132915722	37	120	1
132915767	29	120	1
132915979	37	120	1
132916016	37	120	1
132916052	6	120	1
132916165	37	120	1
132916329	37	120	1
132916493	6	120	1
132916669	37	120	1
132916949	55	120	1
132917331	37	120	1
132917395	37	120	1
132917837	53	120	1
132918014	37	120	1
132918068	28	120	1
132918281	38	120	1
132918320	56	120	1
132918824	5	120	1
132920106	5	120	1
132920961	5	120	1
132921136	41	120	1
132921216	5	120	1
132921262	5	120	1
132921651	41	120	1
132922524	40	120	1
132923977	7	120	1
132923984	20	120	1
132924097	5	120	1
132924364	20	120	1
132924686	55	120	1
132926588	20	120	1
132926964	3	120	1
132927589	26	120	1
132927676	26	120	1
132927959	5	120	1
132928423	40	120	1
132928641	8	120	1
132929647	33	120	1
132929683	3	120	1
132931062	21	120	1
132931063	47	120	1
132931511	14	120	1
132931598	47	120	1
132931671	14	120	1
132931683	5	120	1
132932008	12	120	1
132932049	57	120	1
132932386	33	120	1
132933380	33	120	1
132933577	9	120	1
132935943	33	120	1
132936007	3	120	1
132936246	16	120	1
132937736	11	120	1
132937882	39	120	1
132938290	39	120	1
132939017	23	120	1
132939045	33	120	1
132939090	33	120	1
132939257	35	120	1
132939357	39	120	1
132939505	39	120	1
132939585	16	120	1
132940106	16	120	1
132940388	16	120	1
132940500	46	120	1
132940722	13	120	1
132940779	14	120	1
132941048	27	120	1
132941307	13	120	1
132941380	33	120	1
132941418	14	120	1
132941663	15	120	1
132941765	57	120	1
132941993	3	120	1
132942030	57	120	1
132942327	57	120	1
132942547	15	120	1
132942577	34	120	1
132942878	57	120	1
132943207	50	120	1
132943371	14	120	1
132943484	33	120	1
132943684	33	120	1
132943747	49	120	1
132944583	59	120	1
132944879	32	120	1
132946083	32	120	1
132946496	32	120	1
132946497	32	120	1
132946739	48	120	1
132946854	6	120	1
132946949	47	120	1
132947031	2	120	1
132947245	38	120	1
132947628	47	120	1
132949635	22	120	1
132949955	20	120	1
132950961	33	120	1
132951546	33	120	1
132952197	49	120	1
132952540	47	120	1
132952582	46	120	1
132953050	31	120	1
132953313	25	120	1
132953317	18	120	1
132953393	13	120	1
132953515	47	120	1
132953777	47	120	1
132955393	16	120	1
132955623	32	120	1
132955702	39	120	1
132956037	32	120	1
132956157	50	120	1
132956865	51	120	1
132957219	2	120	1
132957450	32	120	1
132958651	20	120	1
132960263	20	120	1
132960545	20	120	1
132961009	33	120	1
132961014	7	120	1
132962255	45	120	1
132963059	38	120	1
132964104	35	120	1
132964130	45	120	1
132964315	37	120	1
132964347	53	120	1
132964673	21	120	1
132964894	16	120	1
132964978	3	120	1
132965034	4	120	1
132965822	15	120	1
132965824	17	120	1
132966076	36	120	1
132966083	15	120	1
132966293	3	120	1
132966411	50	120	1
132966564	35	120	1
132967098	50	120	1
132967203	50	120	1
132967248	3	120	1
132968868	20	120	1
132969158	14	120	1
132969244	20	120	1
132969848	50	120	1
132970356	46	120	1
132970437	20	120	1
132971081	35	120	1
132971262	14	120	1
132971528	20	120	1
132972033	15	120	1
132972791	44	120	1
132973609	19	120	1
132973635	2	120	1
132974035	18	120	1
132974074	2	120	1
132974796	18	120	1
132975808	2	120	1
132976122	18	120	1
132976420	17	120	1
132976462	45	120	1
132976900	20	120	1
132977810	19	120	1
132978542	18	120	1
132978630	16	120	1
132979064	3	120	1
132979155	15	120	1
132979177	33	120	1
132980886	33	120	1
132981352	9	120	1
132981657	20	120	1
132982650	17	120	1
132982747	57	120	1
132982786	3	120	1
132983099	2	120	1
132983697	31	120	1
132984238	15	120	1
132984244	19	120	1
132984695	14	120	1
132985270	35	120	1
132985295	56	120	1
132985607	3	120	1
132986033	46	120	1
132986062	53	120	1
132986343	20	120	1
132986859	20	120	1
132987329	31	120	1
132987439	48	120	1
132987790	57	120	1
132987956	33	120	1
132988169	48	120	1
132989149	15	120	1
132989383	2	120	1
132989486	15	120	1
132989627	47	120	1
132990281	15	120	1
132990810	57	120	1
132992179	4	120	1
132992894	15	120	1
132993640	57	120	1
132995310	45	120	1
132995374	45	120	1
132995553	45	120	1
132996693	27	120	1
132997055	27	120	1
132997699	15	120	1
132999266	37	120	1
132999286	11	120	1
132999478	27	120	1
132999827	37	120	1
133000173	27	120	1
133000373	26	120	1
133000644	48	120	1
133001380	35	120	1
133002331	45	120	1
133002422	12	120	1
133003385	27	120	1
133003583	45	120	1
133005242	48	120	1
133005615	45	120	1
133006147	36	120	1
133006928	13	120	1
133007766	37	120	1
133007787	36	120	1
133008646	8	120	1
133008806	27	120	1
133008807	27	120	1
133008854	11	120	1
133009074	25	120	1
133009151	27	120	1
133009707	11	120	1
133010382	29	120	1
133010475	27	120	1
133010581	45	120	1
133012608	37	120	1
133012783	37	120	1
133013173	48	120	1
133013754	29	120	1
133014805	36	120	1
133015481	48	120	1
133016495	10	120	1
133016714	11	120	1
133016835	2	120	1
133017095	27	120	1
133017391	48	120	1
133017627	10	120	1
133018072	11	120	1
133018564	29	120	1
133018668	5	120	1
133018699	38	120	1
133018979	36	120	1
133019131	37	120	1
133019500	45	120	1
133019607	36	120	1
133019697	16	120	1
133019724	16	120	1
133019841	3	120	1
133019935	3	120	1
133020030	3	120	1
133020249	3	120	1
133020260	36	120	1
133020327	29	120	1
133020337	36	120	1
133020786	29	120	1
133020812	3	120	1
133021929	10	120	1
133022024	35	120	1
133022096	23	120	1
133022635	3	120	1
133022647	3	120	1
133022886	2	120	1
133022951	3	120	1
133023733	3	120	1
133023900	36	120	1
133025012	30	120	1
133025300	3	120	1
133025762	30	120	1
133025894	13	120	1
133025947	2	120	1
133026221	3	120	1
133026457	36	120	1
133026731	2	120	1
133026753	3	120	1
133026769	36	120	1
133027482	3	120	1
133027534	2	120	1
133028304	41	120	1
133028679	3	120	1
133028884	37	120	1
133029179	39	120	1
133029437	36	120	1
133029522	13	120	1
133030754	3	120	1
133030970	4	120	1
133031952	12	120	1
133032446	30	120	1
133032557	30	120	1
133032635	30	120	1
133033717	16	120	1
133034275	36	120	1
133034300	29	120	1
133034469	38	120	1
133035062	9	120	1
133036588	30	120	1
133037510	30	120	1
133037648	2	120	1
133038653	39	120	1
133039219	13	120	1
133039227	39	120	1
133039359	39	120	1
133039550	13	120	1
133040890	30	120	1
133041839	3	120	1
133041893	29	120	1
133042791	12	120	1
133042846	36	120	1
133043098	36	120	1
133043106	4	120	1
133043483	13	120	1
133043549	13	120	1
133044209	12	120	1
133044280	25	120	1
133044305	33	120	1
133044473	13	120	1
133045005	38	120	1
133045408	3	120	1
133045645	36	120	1
133045793	12	120	1
133045853	38	120	1
133046157	36	120	1
133046336	38	120	1
133046472	33	120	1
133046562	36	120	1
133046588	36	120	1
133046632	33	120	1
133047163	14	120	1
133047264	11	120	1
133047338	4	120	1
133047369	13	120	1
133047431	13	120	1
133047847	36	120	1
133048432	36	120	1
133049458	13	120	1
133049499	38	120	1
133050613	4	120	1
133051007	54	120	1
133051013	53	120	1
133051522	36	120	1
133051698	35	120	1
133052462	52	120	1
133053108	3	120	1
133054640	5	120	1
133055123	29	120	1
133055531	28	120	1
133055551	57	120	1
133055711	30	120	1
133056044	13	120	1
133056174	28	120	1
133056219	33	120	1
133056235	30	120	1
133056316	7	120	1
133056324	30	120	1
133056631	30	120	1
133056698	58	120	1
133056810	29	120	1
133056988	30	120	1
133056997	28	120	1
133057019	30	120	1
133057175	13	120	1
133057251	30	120	1
133057871	28	120	1
133057997	30	120	1
133058280	11	120	1
133058425	26	120	1
133058661	30	120	1
133059047	28	120	1
133059415	29	120	1
133059898	38	120	1
133059900	36	120	1
133060010	28	120	1
133060213	30	120	1
133060230	2	120	1
133060327	28	120	1
133060436	30	120	1
133060787	13	120	1
133061191	58	120	1
133061213	30	120	1
133061251	58	120	1
133061398	30	120	1
133061457	30	120	1
133061537	29	120	1
133061539	30	120	1
133061860	30	120	1
133062109	30	120	1
133062132	28	120	1
133062142	49	120	1
133062226	30	120	1
133062449	30	120	1
133062485	30	120	1
133062500	13	120	1
133062578	3	120	1
133062631	2	120	1
133062851	31	120	1
133062910	30	120	1
133062923	39	120	1
133063044	29	120	1
133063312	30	120	1
133063493	30	120	1
133063575	58	120	1
133063641	30	120	1
133063792	30	120	1
133063822	10	120	1
133063862	24	120	1
133063964	30	120	1
133063965	30	120	1
133064055	30	120	1
133064094	24	120	1
133064181	30	120	1
133064185	30	120	1
133064215	30	120	1
133066906	30	120	1
133067282	30	120	1
133067430	16	120	1
133067642	28	120	1
133067682	9	120	1
133067827	59	120	1
133067882	49	120	1
133067932	20	120	1
133068096	12	120	1
133068147	2	120	1
133068497	31	120	1
133069056	31	120	1
133069325	28	120	1
133069444	30	120	1
133069852	4	120	1
133069944	29	120	1
133070028	28	120	1
133070093	27	120	1
133070134	18	120	1
133070340	29	120	1
133070463	28	120	1
133071359	29	120	1
133071642	55	120	1
133071644	25	120	1
133071691	29	120	1
133071724	3	120	1
133071775	11	120	1
133072093	39	120	1
133072183	50	120	1
133072217	26	120	1
133072266	50	120	1
133072432	28	120	1
133072827	13	120	1
133072923	39	120	1
133073728	10	120	1
133073729	11	120	1
133073733	24	120	1
133073899	28	120	1
133074037	51	120	1
133074250	52	120	1
133074259	24	120	1
133074260	24	120	1
133074366	50	120	1
133075220	28	120	1
133075278	28	120	1
133075338	27	120	1
133075386	28	120	1
133075398	13	120	1
133075504	42	120	1
133075578	50	120	1
133076151	28	120	1
133076297	50	120	1
133076623	13	120	1
133076690	28	120	1
133076751	3	120	1
133077555	10	120	1
133078187	33	120	1
133078221	13	120	1
133078278	32	120	1
133078402	41	120	1
133078416	50	120	1
133078499	28	120	1
133078734	50	120	1
133078747	50	120	1
133078781	50	120	1
133078802	51	120	1
133078999	50	120	1
133079038	50	120	1
133079108	11	120	1
133079210	50	120	1
133079339	50	120	1
133079551	49	120	1
133079636	50	120	1
133080045	50	120	1
133080309	50	120	1
133080315	51	120	1
133080316	50	120	1
133080416	51	120	1
133080508	50	120	1
133080600	50	120	1
133080652	28	120	1
133080664	42	120	1
133080724	32	120	1
133080896	51	120	1
133081060	50	120	1
133081131	50	120	1
133081136	28	120	1
133081328	51	120	1
133081523	28	120	1
133081654	53	120	1
133081977	28	120	1
133082199	52	120	1
133082283	50	120	1
133082342	52	120	1
133082363	51	120	1
133082364	53	120	1
133082384	51	120	1
133082557	26	120	1
133083115	11	120	1
133083145	50	120	1
133083273	50	120	1
133083467	42	120	1
133083601	42	120	1
133083637	28	120	1
133083847	43	120	1
133083927	42	120	1
133083951	42	120	1
133084015	27	120	1
133084046	42	120	1
133084105	42	120	1
133084150	8	120	1
133084641	26	120	1
133084705	27	120	1
133084806	42	120	1
133084812	41	120	1
133084944	50	120	1
133084952	42	120	1
133085051	11	120	1
133085173	42	120	1
133085218	42	120	1
133085322	42	120	1
133085358	42	120	1
133085404	42	120	1
133085595	42	120	1
133085801	50	120	1
133085842	40	120	1
133085912	50	120	1
133086038	41	120	1
133086074	42	120	1
133086129	42	120	1
133086136	42	120	1
133086259	41	120	1
133086325	26	120	1
133086799	13	120	1
133087067	22	120	1
133087222	50	120	1
133087416	28	120	1
133087793	43	120	1
133088362	42	120	1
133088477	41	120	1
133089113	51	120	1
133089258	42	120	1
133089300	51	120	1
133089314	29	120	1
133089618	42	120	1
133089824	42	120	1
133089842	42	120	1
133089969	2	120	1
133090229	28	120	1
133090345	12	120	1
133091368	11	120	1
133091401	39	120	1
133091650	39	120	1
133091835	28	120	1
133092122	26	120	1
133092652	52	120	1
133092765	26	120	1
133092919	42	120	1
133093309	7	120	1
133093618	13	120	1
133094154	9	120	1
133094155	51	120	1
133094574	9	120	1
133094986	41	120	1
133095234	23	120	1
133095516	26	120	1
133096229	25	120	1
133096287	29	120	1
133097105	12	120	1
133097164	42	120	1
133097285	13	120	1
133097437	50	120	1
133097570	27	120	1
133097680	28	120	1
133098235	42	120	1
133098309	9	120	1
133098495	27	120	1
133098580	29	120	1
133098909	24	120	1
133098972	11	120	1
133099917	50	120	1
133100117	50	120	1
133100304	29	120	1
133100871	29	120	1
133101010	51	120	1
133101231	13	120	1
133101357	39	120	1
133101710	12	120	1
133102069	13	120	1
133102091	29	120	1
133102164	28	120	1
