M1	M2	11	12	21	22	sample_size
39	274	0.9085365853658537	0.018292682926829267	0.07317073170731707	0.0	82
39	275	0.6728464029260115	0.2530795229999144	0.07406717732090205	6.896753172031032E-6	81
39	276	NaN	NaN	NaN	NaN	81
39	277	0.7938354047816109	0.132993863511072	0.06592069277936469	0.007250038927952382	82
39	278	0.8961038961038961	0.032467532467532464	0.07142857142857142	0.0	77
39	279	0.6604978717894331	0.2654280541364928	0.07407002944513474	4.044628939326471E-6	81
39	280	0.44375062786773556	0.48124937213226443	0.0749993721322644	6.27867735593253E-7	80
39	281	NaN	NaN	NaN	NaN	78
39	282	0.6585402687401016	0.26828899955258134	0.07316704833306914	3.6833742479329924E-6	82
39	283	NaN	NaN	NaN	NaN	81
39	284	NaN	NaN	NaN	NaN	82
39	285	NaN	NaN	NaN	NaN	81
39	286	0.5670761185456766	0.35975314974700623	0.07316778389334772	2.947813969359914E-6	82
39	287	0.8691500247137098	0.05490060819768255	0.0675588360457838	0.00839053104282379	79
39	288	NaN	NaN	NaN	NaN	80
39	289	NaN	NaN	NaN	NaN	82
39	290	0.6602607208768387	0.2628162022000844	0.07691876630264848	4.310620428447352E-6	78
39	291	NaN	NaN	NaN	NaN	82
39	292	0.6500029318210011	0.2749970681789989	0.07499706817899889	2.9318210011204996E-6	80
39	293	0.6585402711272391	0.26828899716544385	0.07316704594593164	3.6857613854350153E-6	82
39	294	0.6315816358744581	0.29604994307291027	0.07236573254659444	2.6885060371365857E-6	76
39	295	0.671060229916506	0.24999240166244127	0.07893977008349391	7.5983375587165355E-6	76
39	296	0.6585402694923012	0.26828899880038176	0.07316704758086957	3.6841264474987867E-6	82
39	297	0.9207317073170732	0.006097560975609756	0.07317073170731707	0.0	82
39	298	0.6585402815558083	0.26828898673687457	0.07316703551736237	3.6961899547012434E-6	82
39	299	NaN	NaN	NaN	NaN	82
39	300	0.660497867817596	0.26542805810833	0.07407003341697194	4.04065710213856E-6	81
39	301	0.8540778593015577	0.07275140899112519	0.06665384801551544	0.006516883691801637	82
39	302	0.922077922077922	0.006493506493506494	0.07142857142857142	0.0	77
39	303	0.5875058435467289	0.33749415645327113	0.07499415645327115	5.8435467288491236E-6	80
39	304	0.8540792571626371	0.07275001113004581	0.06665245015443605	0.006518281552881021	82
39	305	0.5866695185313834	0.33999714813528326	0.07333048146861658	2.8518647167488433E-6	75
39	306	NaN	NaN	NaN	NaN	82
39	307	0.6878389529974921	0.23899031529519085	0.056063486026898174	0.0171072456804189	82
39	308	NaN	NaN	NaN	NaN	82
39	309	0.687834558551462	0.23899470974122092	0.05606788047292822	0.017102851234388858	82
39	310	0.8482154875348478	0.07583514537654457	0.06950603145249394	0.0064433356361136606	79
39	311	0.7607709583755661	0.16605830991711687	0.06239977333175102	0.010770958375566055	82
39	312	0.8271604938271605	0.09876543209876543	0.07407407407407407	0.0	81
39	313	NaN	NaN	NaN	NaN	82
39	314	0.8292682926829268	0.0975609756097561	0.07317073170731707	0.0	82
39	315	NaN	NaN	NaN	NaN	81
39	316	0.8292682926829268	0.0975609756097561	0.07317073170731707	0.0	82
39	317	0.8292682926829268	0.0975609756097561	0.07317073170731707	0.0	82
39	318	0.8292682926829268	0.0975609756097561	0.07317073170731707	0.0	82
39	319	0.8164556962025317	0.10759493670886076	0.0759493670886076	0.0	79
39	320	0.4487188205018502	0.4807683589853293	0.07051194872891904	8.717839014855524E-7	78
39	321	0.8271604938271605	0.09876543209876543	0.07407407407407407	0.0	81
39	322	0.5625086424215	0.36249135757849993	0.07499135757849991	8.642421500092404E-6	80
39	323	0.4329270411100547	0.4939022271826283	0.07317051986555512	2.1184176196024695E-7	82
39	324	NaN	NaN	NaN	NaN	82
39	325	0.7901527321856494	0.13577319374027655	0.07404479867854814	2.9275395525923266E-5	81
39	326	0.8963414634146342	0.03048780487804878	0.07317073170731707	0.0	82
39	327	0.7654351939048972	0.1604907320210287	0.07407097893460894	3.095139465131419E-6	81
39	328	NaN	NaN	NaN	NaN	81
39	329	0.8963414634146342	0.03048780487804878	0.07317073170731707	0.0	82
39	330	0.8963414634146342	0.03048780487804878	0.07317073170731707	0.0	82
39	331	NaN	NaN	NaN	NaN	82
39	332	0.781543329896442	0.1452859383962408	0.05992008473770423	0.013250646969612843	82
39	333	0.4698007442564026	0.4570285240362803	0.060687060621646215	0.012483671085670863	82
39	334	0.48247817963468687	0.44435108865799605	0.011424259389703331	0.061746472317613744	82
39	335	0.6097572426738941	0.31707202561878883	0.07316958659439857	1.1451129185028732E-6	82
39	336	0.9061691340354132	0.01975679189051275	0.05679382892754979	0.01728024514652429	81
39	337	NaN	NaN	NaN	NaN	81
40	41	NaN	NaN	NaN	NaN	90
40	42	NaN	NaN	NaN	NaN	90
40	43	NaN	NaN	NaN	NaN	89
40	44	NaN	NaN	NaN	NaN	89
40	45	NaN	NaN	NaN	NaN	90
40	46	NaN	NaN	NaN	NaN	89
40	47	NaN	NaN	NaN	NaN	88
40	48	NaN	NaN	NaN	NaN	90
40	49	NaN	NaN	NaN	NaN	90
40	50	NaN	NaN	NaN	NaN	88
40	51	NaN	NaN	NaN	NaN	90
40	52	NaN	NaN	NaN	NaN	84
40	53	NaN	NaN	NaN	NaN	90
40	54	NaN	NaN	NaN	NaN	89
40	55	NaN	NaN	NaN	NaN	88
40	56	NaN	NaN	NaN	NaN	88
40	57	NaN	NaN	NaN	NaN	90
40	58	NaN	NaN	NaN	NaN	89
40	59	NaN	NaN	NaN	NaN	90
40	60	NaN	NaN	NaN	NaN	89
40	61	NaN	NaN	NaN	NaN	90
40	62	NaN	NaN	NaN	NaN	81
40	63	NaN	NaN	NaN	NaN	88
40	64	NaN	NaN	NaN	NaN	89
40	65	NaN	NaN	NaN	NaN	89
40	66	NaN	NaN	NaN	NaN	90
40	67	NaN	NaN	NaN	NaN	90
40	68	NaN	NaN	NaN	NaN	90
40	69	NaN	NaN	NaN	NaN	90
40	70	NaN	NaN	NaN	NaN	90
40	71	NaN	NaN	NaN	NaN	89
40	72	NaN	NaN	NaN	NaN	90
40	73	NaN	NaN	NaN	NaN	90
40	74	NaN	NaN	NaN	NaN	90
40	75	NaN	NaN	NaN	NaN	87
40	76	NaN	NaN	NaN	NaN	90
40	77	NaN	NaN	NaN	NaN	90
40	78	NaN	NaN	NaN	NaN	90
40	79	NaN	NaN	NaN	NaN	90
40	80	NaN	NaN	NaN	NaN	88
40	81	NaN	NaN	NaN	NaN	90
40	82	NaN	NaN	NaN	NaN	90
40	83	NaN	NaN	NaN	NaN	88
40	84	NaN	NaN	NaN	NaN	87
40	85	NaN	NaN	NaN	NaN	89
40	86	NaN	NaN	NaN	NaN	89
40	87	NaN	NaN	NaN	NaN	90
40	88	NaN	NaN	NaN	NaN	90
40	89	NaN	NaN	NaN	NaN	90
40	90	NaN	NaN	NaN	NaN	89
40	91	NaN	NaN	NaN	NaN	90
40	92	NaN	NaN	NaN	NaN	89
40	93	NaN	NaN	NaN	NaN	90
40	94	NaN	NaN	NaN	NaN	89
40	95	NaN	NaN	NaN	NaN	90
40	96	NaN	NaN	NaN	NaN	89
40	97	NaN	NaN	NaN	NaN	90
40	98	NaN	NaN	NaN	NaN	90
40	99	NaN	NaN	NaN	NaN	88
40	100	NaN	NaN	NaN	NaN	89
40	101	NaN	NaN	NaN	NaN	81
40	102	NaN	NaN	NaN	NaN	89
40	103	NaN	NaN	NaN	NaN	89
40	104	NaN	NaN	NaN	NaN	86
40	105	NaN	NaN	NaN	NaN	90
40	106	NaN	NaN	NaN	NaN	90
40	107	NaN	NaN	NaN	NaN	90
40	108	NaN	NaN	NaN	NaN	90
40	109	NaN	NaN	NaN	NaN	89
40	110	NaN	NaN	NaN	NaN	90
40	111	NaN	NaN	NaN	NaN	81
40	112	NaN	NaN	NaN	NaN	90
40	113	NaN	NaN	NaN	NaN	88
40	114	NaN	NaN	NaN	NaN	90
40	115	NaN	NaN	NaN	NaN	90
40	116	NaN	NaN	NaN	NaN	89
40	117	NaN	NaN	NaN	NaN	90
40	118	NaN	NaN	NaN	NaN	89
40	119	NaN	NaN	NaN	NaN	89
40	120	NaN	NaN	NaN	NaN	90
40	121	NaN	NaN	NaN	NaN	90
40	122	NaN	NaN	NaN	NaN	89
40	123	NaN	NaN	NaN	NaN	90
40	124	NaN	NaN	NaN	NaN	89
40	125	NaN	NaN	NaN	NaN	80
40	126	NaN	NaN	NaN	NaN	88
40	127	NaN	NaN	NaN	NaN	89
40	128	NaN	NaN	NaN	NaN	89
40	129	NaN	NaN	NaN	NaN	89
40	130	NaN	NaN	NaN	NaN	87
40	131	NaN	NaN	NaN	NaN	89
40	132	NaN	NaN	NaN	NaN	89
40	133	NaN	NaN	NaN	NaN	88
40	134	NaN	NaN	NaN	NaN	90
40	135	NaN	NaN	NaN	NaN	89
40	136	NaN	NaN	NaN	NaN	89
40	137	NaN	NaN	NaN	NaN	84
40	138	NaN	NaN	NaN	NaN	89
40	139	NaN	NaN	NaN	NaN	87
40	140	NaN	NaN	NaN	NaN	90
40	141	NaN	NaN	NaN	NaN	88
40	142	NaN	NaN	NaN	NaN	89
40	143	NaN	NaN	NaN	NaN	89
40	144	NaN	NaN	NaN	NaN	87
40	145	NaN	NaN	NaN	NaN	89
40	146	NaN	NaN	NaN	NaN	77
40	147	NaN	NaN	NaN	NaN	87
40	148	NaN	NaN	NaN	NaN	89
40	149	NaN	NaN	NaN	NaN	87
40	150	NaN	NaN	NaN	NaN	89
40	151	NaN	NaN	NaN	NaN	87
40	152	NaN	NaN	NaN	NaN	89
40	153	NaN	NaN	NaN	NaN	90
40	154	NaN	NaN	NaN	NaN	83
40	155	NaN	NaN	NaN	NaN	89
40	156	NaN	NaN	NaN	NaN	89
40	157	NaN	NaN	NaN	NaN	82
40	158	NaN	NaN	NaN	NaN	90
40	159	NaN	NaN	NaN	NaN	90
40	160	NaN	NaN	NaN	NaN	89
40	161	NaN	NaN	NaN	NaN	90
40	162	NaN	NaN	NaN	NaN	90
40	163	NaN	NaN	NaN	NaN	90
40	164	NaN	NaN	NaN	NaN	90
40	165	NaN	NaN	NaN	NaN	90
40	166	NaN	NaN	NaN	NaN	89
40	167	NaN	NaN	NaN	NaN	88
40	168	NaN	NaN	NaN	NaN	90
40	169	NaN	NaN	NaN	NaN	90
40	170	NaN	NaN	NaN	NaN	86
40	171	NaN	NaN	NaN	NaN	90
40	172	NaN	NaN	NaN	NaN	90
40	173	NaN	NaN	NaN	NaN	89
40	174	NaN	NaN	NaN	NaN	89
40	175	NaN	NaN	NaN	NaN	89
40	176	NaN	NaN	NaN	NaN	90
40	177	NaN	NaN	NaN	NaN	89
40	178	NaN	NaN	NaN	NaN	90
40	179	NaN	NaN	NaN	NaN	88
40	180	NaN	NaN	NaN	NaN	90
40	181	NaN	NaN	NaN	NaN	90
40	182	NaN	NaN	NaN	NaN	89
40	183	NaN	NaN	NaN	NaN	87
40	184	NaN	NaN	NaN	NaN	90
40	185	NaN	NaN	NaN	NaN	89
40	186	NaN	NaN	NaN	NaN	90
40	187	NaN	NaN	NaN	NaN	89
40	188	NaN	NaN	NaN	NaN	90
40	189	NaN	NaN	NaN	NaN	90
40	190	NaN	NaN	NaN	NaN	88
40	191	NaN	NaN	NaN	NaN	89
40	192	NaN	NaN	NaN	NaN	89
40	193	NaN	NaN	NaN	NaN	89
40	194	NaN	NaN	NaN	NaN	90
40	195	NaN	NaN	NaN	NaN	77
40	196	NaN	NaN	NaN	NaN	89
40	197	NaN	NaN	NaN	NaN	89
40	198	NaN	NaN	NaN	NaN	90
40	199	NaN	NaN	NaN	NaN	90
40	200	NaN	NaN	NaN	NaN	87
40	201	NaN	NaN	NaN	NaN	89
40	202	NaN	NaN	NaN	NaN	90
40	203	NaN	NaN	NaN	NaN	84
40	204	NaN	NaN	NaN	NaN	89
40	205	NaN	NaN	NaN	NaN	82
40	206	NaN	NaN	NaN	NaN	88
40	207	NaN	NaN	NaN	NaN	89
40	208	NaN	NaN	NaN	NaN	90
40	209	NaN	NaN	NaN	NaN	89
40	210	NaN	NaN	NaN	NaN	87
40	211	NaN	NaN	NaN	NaN	85
40	212	NaN	NaN	NaN	NaN	90
40	213	NaN	NaN	NaN	NaN	88
40	214	NaN	NaN	NaN	NaN	76
40	215	NaN	NaN	NaN	NaN	90
40	216	NaN	NaN	NaN	NaN	90
40	217	NaN	NaN	NaN	NaN	88
40	218	NaN	NaN	NaN	NaN	88
40	219	NaN	NaN	NaN	NaN	89
40	220	NaN	NaN	NaN	NaN	86
40	221	NaN	NaN	NaN	NaN	88
40	222	NaN	NaN	NaN	NaN	83
40	223	NaN	NaN	NaN	NaN	89
40	224	NaN	NaN	NaN	NaN	89
40	225	NaN	NaN	NaN	NaN	87
40	226	NaN	NaN	NaN	NaN	89
40	227	NaN	NaN	NaN	NaN	89
40	228	NaN	NaN	NaN	NaN	90
40	229	NaN	NaN	NaN	NaN	89
40	230	NaN	NaN	NaN	NaN	88
40	231	NaN	NaN	NaN	NaN	89
40	232	NaN	NaN	NaN	NaN	85
40	233	NaN	NaN	NaN	NaN	72
40	234	NaN	NaN	NaN	NaN	90
40	235	NaN	NaN	NaN	NaN	89
40	236	NaN	NaN	NaN	NaN	89
40	237	NaN	NaN	NaN	NaN	90
40	238	NaN	NaN	NaN	NaN	89
40	239	NaN	NaN	NaN	NaN	90
40	240	NaN	NaN	NaN	NaN	89
40	241	NaN	NaN	NaN	NaN	89
40	242	NaN	NaN	NaN	NaN	89
40	243	NaN	NaN	NaN	NaN	89
40	244	NaN	NaN	NaN	NaN	89
40	245	NaN	NaN	NaN	NaN	90
40	246	NaN	NaN	NaN	NaN	81
40	247	NaN	NaN	NaN	NaN	90
40	248	NaN	NaN	NaN	NaN	83
40	249	NaN	NaN	NaN	NaN	85
40	250	NaN	NaN	NaN	NaN	81
40	251	NaN	NaN	NaN	NaN	75
40	252	NaN	NaN	NaN	NaN	90
40	253	NaN	NaN	NaN	NaN	90
40	254	NaN	NaN	NaN	NaN	89
40	255	NaN	NaN	NaN	NaN	87
40	256	NaN	NaN	NaN	NaN	89
40	257	NaN	NaN	NaN	NaN	90
40	258	NaN	NaN	NaN	NaN	90
40	259	NaN	NaN	NaN	NaN	89
40	260	NaN	NaN	NaN	NaN	89
40	261	NaN	NaN	NaN	NaN	90
40	262	NaN	NaN	NaN	NaN	88
40	263	NaN	NaN	NaN	NaN	89
40	264	NaN	NaN	NaN	NaN	89
40	265	NaN	NaN	NaN	NaN	89
40	266	NaN	NaN	NaN	NaN	84
40	267	NaN	NaN	NaN	NaN	89
40	268	NaN	NaN	NaN	NaN	87
40	269	NaN	NaN	NaN	NaN	90
40	270	NaN	NaN	NaN	NaN	90
40	271	NaN	NaN	NaN	NaN	89
40	272	NaN	NaN	NaN	NaN	90
40	273	NaN	NaN	NaN	NaN	89
40	274	NaN	NaN	NaN	NaN	90
40	275	NaN	NaN	NaN	NaN	89
40	276	NaN	NaN	NaN	NaN	89
40	277	NaN	NaN	NaN	NaN	90
40	278	NaN	NaN	NaN	NaN	85
40	279	NaN	NaN	NaN	NaN	88
40	280	NaN	NaN	NaN	NaN	88
40	281	NaN	NaN	NaN	NaN	86
40	282	NaN	NaN	NaN	NaN	90
40	283	NaN	NaN	NaN	NaN	89
40	284	NaN	NaN	NaN	NaN	90
40	285	NaN	NaN	NaN	NaN	89
40	286	NaN	NaN	NaN	NaN	90
40	287	NaN	NaN	NaN	NaN	86
40	288	NaN	NaN	NaN	NaN	88
40	289	NaN	NaN	NaN	NaN	90
40	290	NaN	NaN	NaN	NaN	86
40	291	NaN	NaN	NaN	NaN	90
40	292	NaN	NaN	NaN	NaN	88
40	293	NaN	NaN	NaN	NaN	90
40	294	NaN	NaN	NaN	NaN	84
40	295	NaN	NaN	NaN	NaN	84
40	296	NaN	NaN	NaN	NaN	90
40	297	NaN	NaN	NaN	NaN	90
40	298	NaN	NaN	NaN	NaN	90
40	299	NaN	NaN	NaN	NaN	90
40	300	NaN	NaN	NaN	NaN	89
40	301	NaN	NaN	NaN	NaN	90
40	302	NaN	NaN	NaN	NaN	85
40	303	NaN	NaN	NaN	NaN	88
40	304	NaN	NaN	NaN	NaN	90
40	305	NaN	NaN	NaN	NaN	83
40	306	NaN	NaN	NaN	NaN	90
40	307	NaN	NaN	NaN	NaN	90
40	308	NaN	NaN	NaN	NaN	90
40	309	NaN	NaN	NaN	NaN	90
40	310	NaN	NaN	NaN	NaN	87
40	311	NaN	NaN	NaN	NaN	90
40	312	NaN	NaN	NaN	NaN	89
40	313	NaN	NaN	NaN	NaN	90
40	314	NaN	NaN	NaN	NaN	90
40	315	NaN	NaN	NaN	NaN	89
40	316	NaN	NaN	NaN	NaN	90
40	317	NaN	NaN	NaN	NaN	90
40	318	NaN	NaN	NaN	NaN	90
40	319	NaN	NaN	NaN	NaN	87
40	320	NaN	NaN	NaN	NaN	86
40	321	NaN	NaN	NaN	NaN	89
40	322	NaN	NaN	NaN	NaN	87
40	323	NaN	NaN	NaN	NaN	90
40	324	NaN	NaN	NaN	NaN	90
40	325	NaN	NaN	NaN	NaN	89
40	326	NaN	NaN	NaN	NaN	90
40	327	NaN	NaN	NaN	NaN	89
40	328	NaN	NaN	NaN	NaN	89
40	329	NaN	NaN	NaN	NaN	90
40	330	NaN	NaN	NaN	NaN	90
40	331	NaN	NaN	NaN	NaN	90
40	332	NaN	NaN	NaN	NaN	90
40	333	NaN	NaN	NaN	NaN	90
40	334	NaN	NaN	NaN	NaN	90
40	335	NaN	NaN	NaN	NaN	90
40	336	NaN	NaN	NaN	NaN	89
40	337	NaN	NaN	NaN	NaN	89
41	42	0.7333336242537161	0.04444415352406171	0.22222193130183948	2.9092038273880413E-7	90
41	43	0.7752808049307224	9.394568215743768E-8	0.2022472849569181	0.022471816166677393	89
41	44	0.7808988512866027	2.5117891760275705E-8	0.16292137343249852	0.05617975016300711	89
41	45	0.7777777777463295	3.144836243270296E-11	0.005555555587003918	0.21666666663521827	90
41	46	NaN	NaN	NaN	NaN	89
41	47	0.7784090659426166	2.4966474357598658E-8	0.17045457042101983	0.05113633866988927	88
41	48	0.7333336291446357	0.04444414863314204	0.2222219264109198	2.9581130240813426E-7	90
41	49	NaN	NaN	NaN	NaN	90
41	50	0.732954950801145	0.0397723219261277	0.2272723219261277	4.0534659956956545E-7	88
41	51	0.7777777436324197	3.4145358071866227E-8	0.15555558970091363	0.0666666325213086	90
41	52	0.7738094084636453	1.1534587859653365E-7	0.22023821058397383	0.005952265606502356	84
41	53	NaN	NaN	NaN	NaN	90
41	54	NaN	NaN	NaN	NaN	89
41	55	0.6831566394981091	0.08957063322916353	0.1634342695927999	0.06383845767992737	88
41	56	0.6831566427436461	0.08957062998362661	0.16343426634726296	0.06383846092546429	88
41	57	0.7777777439572331	3.38205447351451E-8	0.1555555893761003	0.06666663284612193	90
41	58	0.6823163121900783	0.09296458668632626	0.154762339495315	0.06995676162828049	89
41	59	0.6871940680558514	0.09058370972192642	0.018361487499704197	0.203860734722518	90
41	60	0.7808987908448856	8.555960882355559E-8	0.1966292990427549	0.02247182455275073	89
41	61	0.6872677760114257	0.09051000176635207	0.01828777954412986	0.20393444267809238	90
41	62	0.765432059792873	3.897255909965678E-8	0.19135806366391714	0.04320983757065078	81
41	63	NaN	NaN	NaN	NaN	88
41	64	0.7752808621665372	3.67098672808245E-8	0.17977531760874366	0.04494378351485182	89
41	65	0.7752808622127979	3.6663606581433475E-8	0.179775317562483	0.04494378356111252	89
41	66	0.7777777417262209	3.605155676581854E-8	0.17777781382933455	0.04444440839288768	90
41	67	0.7777777413945649	3.6383212864699034E-8	0.17777781416099062	0.04444440806123158	90
41	68	0.7777777705545428	7.223234941659366E-9	0.08333334055656827	0.13888888166565394	90
41	69	NaN	NaN	NaN	NaN	90
41	70	0.6909425484330161	0.08683522934476176	0.15350189601142844	0.0687203262107938	90
41	71	0.6837237695484536	0.09155712932795096	0.01852342146278242	0.2061956796608131	89
41	72	NaN	NaN	NaN	NaN	90
41	73	NaN	NaN	NaN	NaN	90
41	74	NaN	NaN	NaN	NaN	90
41	75	0.7873563147877312	7.051349389443877E-9	0.08620690360307352	0.12643677455784602	87
41	76	0.6872677761906938	0.09051000158708394	0.018287779364861714	0.2039344428573605	90
41	77	NaN	NaN	NaN	NaN	90
41	78	0.6861996337222024	0.09157814405557535	0.20268925516668648	0.01953296705553576	90
41	79	0.7777777410380441	3.6739733718279176E-8	0.17777781451751148	0.044444407704710726	90
41	80	0.6858218028388078	0.09258728807028307	0.018723651706646714	0.20286725738426237	88
41	81	NaN	NaN	NaN	NaN	90
41	82	NaN	NaN	NaN	NaN	90
41	83	NaN	NaN	NaN	NaN	88
41	84	NaN	NaN	NaN	NaN	87
41	85	0.7752808578157029	4.106070170015841E-8	0.1797753219595781	0.0449437791640174	89
41	86	NaN	NaN	NaN	NaN	89
41	87	0.565092021759519	0.21268575601825873	0.007130200462703193	0.21509202175951903	90
41	88	NaN	NaN	NaN	NaN	90
41	89	NaN	NaN	NaN	NaN	90
41	90	0.682371905005925	0.09290899387047943	0.2052685444322772	0.01945055669131832	89
41	91	NaN	NaN	NaN	NaN	90
41	92	NaN	NaN	NaN	NaN	89
41	93	NaN	NaN	NaN	NaN	90
41	94	0.7752808616051368	3.727126770135773E-8	0.17977531817014414	0.0449437829534514	89
41	95	0.7777777422739499	3.550382783323869E-8	0.1777778132816056	0.04444440894061661	90
41	96	0.7752808913331969	7.543207511177397E-9	0.08426967046455582	0.1404494306590397	89
41	97	NaN	NaN	NaN	NaN	90
41	98	0.7777777411666502	3.661112748520878E-8	0.17777781438890525	0.04444440783331696	90
41	99	0.7784090559175391	3.499155173947166E-8	0.17613639862791539	0.045454510462993716	88
41	100	0.7752808620548457	3.682155886938671E-8	0.17977531772043528	0.04494378340316023	89
41	101	0.771604901466368	3.6805236899347714E-8	0.17901238248424925	0.04938267924414581	81
41	102	0.7808988418512494	3.455324498060655E-8	0.17415733792403149	0.04494378567147412	89
41	103	0.7752808620116328	3.6864771658538936E-8	0.17977531776364805	0.04494378335994744	89
41	104	0.7848836932171436	2.7713088986427025E-8	0.18023258585262386	0.034883693217143574	86
41	105	0.6861996463229894	0.09157813145478849	0.20268924256589957	0.019532979656322627	90
41	106	0.771064101890512	0.006713675887265718	0.17893589810948793	0.04328632411273428	90
41	107	NaN	NaN	NaN	NaN	90
41	108	NaN	NaN	NaN	NaN	90
41	109	0.6886561020919624	0.092242774312532	0.19898434734623988	0.020116776249265753	89
41	110	0.7777777422332021	3.5544575778997016E-8	0.17777781332235357	0.04444440889986867	90
41	111	0.6675675834275104	0.09786451533792163	0.15959291039965004	0.07497499083491788	81
41	112	0.6872677761967255	0.09051000158105234	0.01828777935883012	0.2039344428633921	90
41	113	0.772727232337352	4.038992080563302E-8	0.18181822220810265	0.045454505064624645	88
41	114	NaN	NaN	NaN	NaN	90
41	115	NaN	NaN	NaN	NaN	90
41	116	0.7752808609986626	3.787774196542495E-8	0.17977531877661837	0.044943782346977136	89
41	117	NaN	NaN	NaN	NaN	90
41	118	NaN	NaN	NaN	NaN	89
41	119	NaN	NaN	NaN	NaN	89
41	120	NaN	NaN	NaN	NaN	90
41	121	NaN	NaN	NaN	NaN	90
41	122	0.775280891977388	6.89901651412743E-9	0.07865169229227494	0.14606740883132058	89
41	123	NaN	NaN	NaN	NaN	90
41	124	0.7752808914314088	7.444995799006321E-9	0.08426967036634411	0.1404494307572514	89
41	125	NaN	NaN	NaN	NaN	80
41	126	NaN	NaN	NaN	NaN	88
41	127	0.7752808913481872	7.528217294244487E-9	0.08426967044956561	0.1404494306740299	89
41	128	0.7752808891931026	9.683301876319852E-9	0.08988765013274007	0.13483145099085544	89
41	129	NaN	NaN	NaN	NaN	89
41	130	NaN	NaN	NaN	NaN	87
41	131	0.6796818650788893	0.09559903379751523	0.07312712368515567	0.15159197743843983	89
41	132	NaN	NaN	NaN	NaN	89
41	133	0.682174462446323	0.09623462846276794	0.06782553755367703	0.15376537153723205	88
41	134	0.7777777705372854	7.240492348274211E-9	0.08333334057382567	0.13888888164839652	90
41	135	NaN	NaN	NaN	NaN	89
41	136	0.6796818646154775	0.09559903426092697	0.07312712414856742	0.15159197697502808	89
41	137	NaN	NaN	NaN	NaN	84
41	138	0.6780565526132502	0.09722434626315436	0.08598839120697459	0.13873070991662093	89
41	139	0.7758620613467873	7.618729945774746E-9	0.08620690417045408	0.13793102686402867	87
41	140	0.6773645437495289	0.10041323402824882	0.07263545625047106	0.14958676597175116	90
41	141	0.6802554298649791	0.09815366104411177	0.0867900246804754	0.13480088441043367	88
41	142	NaN	NaN	NaN	NaN	89
41	143	NaN	NaN	NaN	NaN	89
41	144	0.6782955296445046	0.0918194128842311	0.07457803357388626	0.1553070238973781	87
41	145	0.6796818651551185	0.09559903372128595	0.07312712360892638	0.1515919775146691	89
41	146	0.6540592880203826	0.1121744782133837	0.08620045223935771	0.14756578152687605	77
41	147	NaN	NaN	NaN	NaN	87
41	148	0.6780565518845695	0.09722434699183494	0.08598839193565516	0.13873070918794034	89
41	149	0.6898451773939878	0.09176401800831109	0.07452263869796627	0.14386816589973486	87
41	150	0.7691498870731867	0.006131011803217922	0.08478269719647635	0.13993640392711915	89
41	151	NaN	NaN	NaN	NaN	87
41	152	0.6751120174967911	0.10016888137961351	0.0552250611548944	0.1694940399687011	89
41	153	0.6833446278594508	0.09443314991832695	0.07221092769610474	0.1500112945261175	90
41	154	NaN	NaN	NaN	NaN	83
41	155	0.6796818652090723	0.09559903366733229	0.07312712355497272	0.15159197756862278	89
41	156	NaN	NaN	NaN	NaN	89
41	157	0.73636085322006	0.02583426873115954	0.0746147565360376	0.1631901215127429	82
41	158	0.6833418788621699	0.09443589891560793	0.22221367669338574	8.545528836512295E-6	90
41	159	0.7777777777777778	0.0	0.2111111111111111	0.011111111111111112	90
41	160	0.775280890412227	8.464177504952846E-9	0.08988764891361571	0.1348314522099798	89
41	161	0.683344697417733	0.09443308036004486	0.07221085813782264	0.15001136408439958	90
41	162	0.7777777704370111	7.34076668895689E-9	0.08333334067410002	0.1388888815481222	90
41	163	NaN	NaN	NaN	NaN	90
41	164	NaN	NaN	NaN	NaN	90
41	165	0.6833446270014538	0.09443315077632393	0.07221092855410172	0.15001129366812052	90
41	166	NaN	NaN	NaN	NaN	89
41	167	0.6818713577009444	0.09653773320814656	0.07381046048087384	0.14778044861003525	88
41	168	NaN	NaN	NaN	NaN	90
41	169	NaN	NaN	NaN	NaN	90
41	170	NaN	NaN	NaN	NaN	86
41	171	0.6833446278127665	0.09443314996501136	0.07221092774278912	0.1500112944794331	90
41	172	0.6833446271422232	0.0944331506355546	0.07221092841333239	0.15001129380888983	90
41	173	0.6855481420279852	0.0953507343765092	0.07287882426414966	0.14622229933135597	89
41	174	0.6796818629413629	0.09559903593504164	0.07312712582268209	0.15159197530091342	89
41	175	0.679681865167851	0.09559903370855348	0.07312712359619393	0.15159197752740158	89
41	176	NaN	NaN	NaN	NaN	90
41	177	0.6796818646385251	0.09559903423787945	0.0731271241255199	0.1515919769980756	89
41	178	0.6662782713277616	0.11149950645001619	0.2114995064500162	0.010722715772206045	90
41	179	NaN	NaN	NaN	NaN	88
41	180	0.6833446274410557	0.09443315033672203	0.0722109281144998	0.1500112941077224	90
41	181	NaN	NaN	NaN	NaN	90
41	182	NaN	NaN	NaN	NaN	89
41	183	0.6784180526773914	0.0974440162881259	0.06870838410421785	0.1554295469302649	87
41	184	0.6833446271333004	0.09443315064447745	0.07221092842225524	0.150011293799967	90
41	185	0.6796818613958037	0.09559903748060077	0.07312712736824122	0.1515919737553543	89
41	186	0.7777777703873272	7.390450462101899E-9	0.0833333407237838	0.13888888149843842	90
41	187	NaN	NaN	NaN	NaN	89
